dataYear,district,lawCode,lawNameCandidates,category,designatedSiteRecords,matchedReceiptRegionNames,matchingStatus,spatialGeographyConfirmed
2020,중구,2611013000,['신창동4가'],보행노인,1,['신창동4가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,서구,2614010200,['동대신동2가'],보행노인,1,['동대신동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,서구,2614011600,['아미동2가'],보행노인,1,['아미동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,서구,2614012000,['충무동1가'],보행노인,2,['충무동1가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동구,2617010100,['초량동'],보행노인,2,['초량동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동구,2617010200,['수정동'],보행노인,1,['수정동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동구,2617010300,['좌천동'],보행노인,1,['좌천동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동구,2617010400,['범일동'],보행노인,1,['범일동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,영도구,2620010200,['대교동2가'],보행노인,1,['대교동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,영도구,2620011000,['영선동3가'],보행노인,1,['영선동3가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,영도구,2620012000,['청학동'],보행노인,1,['청학동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,영도구,2620012100,['동삼동'],보행노인,1,['동삼동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,부산진구,2623010100,['양정동'],보행어린이,1,['양정동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,부산진구,2623010200,['전포동'],보행노인,1,['전포동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,부산진구,2623010300,['부전동'],보행노인,2,['부전동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,부산진구,2623010800,['부암동'],보행노인,2,['부암동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,부산진구,2623010900,['당감동'],보행노인,1,['당감동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동래구,2626010700,['명륜동'],보행노인,1,['명륜동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동래구,2626010700,['명륜동'],보행어린이,1,['명륜동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동래구,2626010800,['온천동'],보행노인,1,['온천동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,동래구,2626010900,['사직동'],보행노인,1,['사직동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,남구,2629010600,['대연동'],보행노인,1,['대연동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,남구,2629010700,['용호동'],보행노인,1,['용호동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,남구,2629010800,['용당동'],보행노인,1,['용당동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,북구,2632010200,['화명동'],보행노인,1,['화명동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,북구,2632010400,['덕천동'],보행노인,2,['덕천동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,북구,2632010500,['구포동'],보행노인,1,['구포동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,해운대구,2635010100,['반송동'],보행노인,1,['반송동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,해운대구,2635010400,['재송동'],보행노인,1,['재송동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,금정구,2641010400,['남산동'],보행노인,1,['남산동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,금정구,2641010700,['구서동'],보행노인,1,['구서동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,금정구,2641010900,['부곡동'],보행노인,1,['부곡동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,금정구,2641011000,['서동'],보행노인,3,['서동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,강서구,2644010400,['명지동'],보행어린이,1,['명지동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,연제구,2647010100,['거제동'],보행노인,3,['거제동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,연제구,2647010200,['연산동'],보행노인,5,['연산동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,수영구,2650010100,['망미동'],보행노인,1,['망미동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,수영구,2650010300,['민락동'],보행노인,1,['민락동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,사상구,2653010400,['괘법동'],보행노인,3,['괘법동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,사상구,2653010500,['감전동'],보행노인,3,['감전동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,사상구,2653010700,['학장동'],보행노인,1,['학장동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2020,기장군,2671025000,['기장읍'],보행노인,1,['기장읍'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,중구,2611013900,['남포동4가'],보행노인,1,['남포동4가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,중구,2611014000,['남포동5가'],보행노인,1,['남포동5가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,중구,2611014100,['남포동6가'],보행노인,1,['남포동6가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,서구,2614010200,['동대신동2가'],보행노인,1,['동대신동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,서구,2614012000,['충무동1가'],보행노인,1,['충무동1가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,서구,2614012100,['충무동2가'],보행노인,1,['충무동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,서구,2614012300,['남부민동'],보행노인,1,['남부민동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동구,2617010100,['초량동'],보행노인,2,['초량동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동구,2617010100,['초량동'],보행어린이,1,['초량동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동구,2617010200,['수정동'],보행노인,1,['수정동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동구,2617010400,['범일동'],보행노인,2,['범일동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,영도구,2620010800,['영선동1가'],보행노인,1,['영선동1가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,영도구,2620010900,['영선동2가'],보행노인,1,['영선동2가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,영도구,2620011700,['봉래동3가'],보행노인,1,['봉래동3가'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,영도구,2620012100,['동삼동'],보행노인,2,['동삼동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,부산진구,2623010200,['전포동'],보행노인,1,['전포동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,부산진구,2623010300,['부전동'],보행노인,4,['부전동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,부산진구,2623011100,['개금동'],보행노인,2,['개금동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동래구,2626010500,['복천동'],보행노인,1,['복천동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동래구,2626010600,['수안동'],보행노인,1,['수안동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동래구,2626010800,['온천동'],보행어린이,1,['온천동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,동래구,2626010900,['사직동'],보행노인,1,['사직동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,남구,2629010600,['대연동'],보행노인,3,['대연동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,북구,2632010500,['구포동'],보행노인,1,['구포동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,해운대구,2635010400,['재송동'],보행노인,1,['재송동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,해운대구,2635010600,['중동'],보행노인,1,['중동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,사하구,2638010100,['괴정동'],보행노인,1,['괴정동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,사하구,2638010600,['다대동'],보행노인,1,['다대동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,금정구,2641010800,['장전동'],보행어린이,1,['장전동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,금정구,2641010900,['부곡동'],보행노인,1,['부곡동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,금정구,2641011000,['서동'],보행노인,4,['서동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,강서구,2644010400,['명지동'],보행어린이,1,['명지동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,연제구,2647010200,['연산동'],보행노인,1,['연산동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
2021,수영구,2650010100,['망미동'],보행노인,1,['망미동'],구군·공식 법정동명과 접수 지역명 일치; 개별119사건 연계 아님,False
