district,rawDong,type,subtype,regionObservedYears,status,countC,candidateEligible,yearCounts,core8YearCounts,retention,directionPreservedAllScopes,repeatedAllScopes,selectedDetailedExample
금정구,남산동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,136,True,"[23, 28, 20, 30, 35]","[28, 35, 34, 44, 52]",0.7046632124352331,True,True,False
금정구,남산동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,24,True,"[5, 4, 5, 5, 5]","[8, 4, 6, 7, 6]",0.7741935483870968,True,True,False
금정구,남산동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,11,True,"[1, 2, 2, 3, 3]","[1, 5, 3, 3, 3]",0.7333333333333333,True,True,False
금정구,남산동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",1.0,True,False,False
금정구,남산동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,163,True,"[28, 33, 30, 33, 39]","[42, 41, 43, 43, 49]",0.7477064220183486,True,True,False
금정구,노포동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,12,False,"[0, 3, 3, 3, 3]","[3, 4, 5, 3, 6]",0.5714285714285714,True,False,False
금정구,노포동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,4,False,"[0, 2, 0, 2, 0]","[1, 3, 1, 4, 2]",0.36363636363636365,True,False,False
금정구,노포동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",1.0,True,False,False
금정구,노포동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
금정구,노포동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,51,True,"[10, 8, 10, 10, 13]","[24, 16, 20, 22, 30]",0.45535714285714285,True,True,False
금정구,두구동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,14,True,"[2, 1, 3, 4, 4]","[2, 2, 4, 8, 7]",0.6086956521739131,True,True,False
금정구,두구동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,7,False,"[3, 0, 3, 0, 1]","[5, 1, 5, 3, 3]",0.4117647058823529,True,False,False
금정구,두구동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 1, 0]","[0, 0, 0, 2, 0]",0.5,True,False,False
금정구,두구동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]",1.0,True,False,False
금정구,두구동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,39,True,"[6, 8, 6, 16, 3]","[14, 15, 14, 22, 8]",0.5342465753424658,True,True,False
금정구,부곡동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,171,True,"[20, 46, 34, 33, 38]","[49, 69, 61, 69, 65]",0.5463258785942492,True,True,False
금정구,부곡동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,29,True,"[6, 9, 3, 6, 5]","[9, 11, 6, 10, 7]",0.6744186046511628,True,True,False
금정구,부곡동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,17,False,"[4, 2, 3, 4, 4]","[4, 2, 8, 4, 6]",0.7083333333333334,False,True,False
금정구,부곡동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 0, 0, 0, 2]","[1, 0, 1, 1, 3]",0.3333333333333333,True,False,False
금정구,부곡동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,329,True,"[65, 82, 67, 53, 62]","[115, 141, 137, 110, 106]",0.5402298850574713,True,True,False
금정구,서동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,118,False,"[22, 17, 26, 26, 27]","[43, 34, 47, 52, 47]",0.5291479820627802,False,True,False
금정구,서동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,34,True,"[3, 7, 8, 9, 7]","[5, 13, 12, 13, 7]",0.68,True,True,False
금정구,서동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,8,True,"[1, 4, 1, 1, 1]","[3, 7, 5, 2, 1]",0.4444444444444444,True,True,False
금정구,서동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
금정구,서동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,174,True,"[34, 32, 37, 25, 46]","[66, 56, 60, 62, 83]",0.5321100917431193,True,True,False
금정구,선동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 0, 1, 1, 1]","[1, 1, 1, 2, 1]",0.5,True,False,False
금정구,선동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,9,True,"[1, 1, 3, 1, 3]","[1, 3, 3, 3, 3]",0.6923076923076923,True,True,False
금정구,선동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,5,False,"[1, 0, 2, 2, 0]","[2, 0, 3, 3, 1]",0.5555555555555556,True,False,False
금정구,선동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 1, 0, 0, 1]",0.0,True,False,False
금정구,선동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,23,True,"[3, 4, 4, 5, 7]","[10, 7, 7, 11, 18]",0.4339622641509434,True,True,False
금정구,오륜동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 1, 0, 0]","[1, 0, 1, 0, 0]",0.5,True,False,False
금정구,오륜동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 0, 0, 1, 1]","[0, 1, 0, 1, 1]",0.6666666666666666,True,False,False
금정구,오륜동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,22,True,"[3, 6, 4, 6, 3]","[6, 9, 9, 7, 6]",0.5945945945945946,True,True,False
금정구,오륜동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 1]",0.5,True,False,False
금정구,오륜동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,19,False,"[4, 6, 5, 2, 2]","[8, 11, 10, 5, 6]",0.475,False,True,False
금정구,장전동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,126,True,"[28, 17, 22, 23, 36]","[41, 33, 58, 44, 63]",0.5271966527196653,True,True,False
금정구,장전동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,30,True,"[12, 4, 4, 6, 4]","[21, 11, 10, 11, 9]",0.4838709677419355,True,True,False
금정구,장전동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,20,True,"[3, 4, 7, 3, 3]","[4, 11, 10, 7, 4]",0.5555555555555556,True,True,False
금정구,장전동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 4]",0.25,True,False,False
금정구,장전동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,284,False,"[57, 59, 63, 48, 57]","[103, 105, 110, 100, 103]",0.54510556621881,False,True,False
금정구,청룡동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,50,False,"[9, 10, 10, 11, 10]","[19, 15, 15, 14, 17]",0.625,False,True,False
금정구,청룡동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,9,True,"[2, 3, 1, 2, 1]","[3, 3, 1, 3, 1]",0.8181818181818182,True,True,False
금정구,청룡동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,50,True,"[11, 9, 6, 13, 11]","[15, 22, 21, 25, 20]",0.4854368932038835,True,True,False
금정구,청룡동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
금정구,청룡동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,33,True,"[7, 5, 8, 6, 7]","[13, 14, 16, 7, 13]",0.5238095238095238,True,True,False
금정구,회동동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,20,True,"[3, 2, 5, 3, 7]","[3, 3, 5, 7, 10]",0.7142857142857143,True,True,False
금정구,회동동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[1, 0, 0, 2, 0]","[2, 0, 2, 3, 0]",0.42857142857142855,True,False,False
금정구,회동동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,11,True,"[3, 3, 1, 2, 2]","[4, 4, 3, 2, 3]",0.6875,True,True,False
금정구,회동동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",1.0,True,False,False
금정구,회동동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,47,True,"[9, 10, 9, 10, 9]","[17, 16, 17, 18, 18]",0.5465116279069767,True,True,False
기장군,기장읍,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,360,True,"[52, 64, 85, 78, 81]","[60, 85, 103, 95, 105]",0.8035714285714286,True,True,True
기장군,기장읍,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,76,True,"[16, 13, 12, 16, 19]","[18, 18, 13, 17, 24]",0.8444444444444444,True,True,True
기장군,기장읍,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,26,True,"[5, 4, 4, 2, 11]","[8, 5, 9, 3, 13]",0.6842105263157895,True,True,False
기장군,기장읍,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,36,True,"[8, 7, 7, 11, 3]","[10, 13, 13, 14, 9]",0.6101694915254238,True,True,False
기장군,기장읍,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,651,False,"[129, 124, 132, 157, 109]","[154, 164, 178, 217, 170]",0.7372593431483578,False,True,False
기장군,일광면,구급,심정지,"[2020, 2021, 2022, 2023]",결측·처리조건 민감 또는 5년 반복 미충족,46,False,"[10, 26, 10, 0, 0]","[14, 30, 13, 0, 0]",0.8070175438596491,True,False,False
기장군,일광면,화재,일반화재(주택),"[2020, 2021, 2022, 2023]",결측·처리조건 민감 또는 5년 반복 미충족,16,False,"[4, 9, 3, 0, 0]","[5, 9, 3, 0, 0]",0.9411764705882353,True,False,False
기장군,일광면,구조,산악사고,"[2020, 2021, 2022, 2023]",결측·처리조건 민감 또는 5년 반복 미충족,18,False,"[3, 13, 2, 0, 0]","[7, 20, 4, 0, 0]",0.5806451612903226,True,False,False
기장군,일광면,구조,수난사고,"[2020, 2021, 2022, 2023]",결측·처리조건 민감 또는 5년 반복 미충족,15,False,"[7, 5, 3, 0, 0]","[9, 24, 3, 0, 0]",0.4166666666666667,True,False,False
기장군,일광면,구급,교통사고,"[2020, 2021, 2022, 2023]",결측·처리조건 민감 또는 5년 반복 미충족,122,False,"[39, 65, 18, 0, 0]","[67, 80, 43, 0, 0]",0.6421052631578947,True,False,False
기장군,일광읍,구급,심정지,"[2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,23,False,"[0, 0, 1, 10, 12]","[0, 0, 10, 38, 25]",0.3150684931506849,True,False,False
기장군,일광읍,화재,일반화재(주택),"[2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 0, 2, 1, 0]","[0, 0, 2, 4, 4]",0.3,True,False,False
기장군,일광읍,구조,산악사고,"[2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,8,False,"[0, 0, 2, 4, 2]","[0, 0, 6, 5, 7]",0.4444444444444444,True,False,False
기장군,일광읍,구조,수난사고,"[2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,9,False,"[0, 0, 3, 3, 3]","[0, 0, 17, 12, 16]",0.2,True,False,False
기장군,일광읍,구급,교통사고,"[2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,53,False,"[0, 0, 14, 22, 17]","[0, 0, 46, 73, 74]",0.27461139896373055,True,False,False
기장군,장안읍,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,84,False,"[18, 11, 24, 15, 16]","[23, 15, 29, 30, 29]",0.6666666666666666,False,True,False
기장군,장안읍,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,38,True,"[9, 3, 7, 15, 4]","[9, 4, 11, 16, 5]",0.8444444444444444,True,True,False
기장군,장안읍,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,13,True,"[3, 3, 2, 4, 1]","[7, 7, 4, 6, 4]",0.4642857142857143,True,True,False
기장군,장안읍,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,15,True,"[3, 2, 3, 6, 1]","[4, 70, 4, 12, 4]",0.1595744680851064,True,True,False
기장군,장안읍,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,178,True,"[45, 44, 35, 24, 30]","[58, 58, 61, 39, 47]",0.6768060836501901,True,True,False
기장군,정관면,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",0.0,True,False,False
기장군,정관면,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
기장군,정관면,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
기장군,정관면,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
기장군,정관면,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[2, 1, 0, 0, 0]","[2, 1, 0, 0, 0]",1.0,True,False,False
기장군,정관읍,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,82,True,"[10, 12, 13, 21, 26]","[33, 44, 49, 59, 76]",0.31417624521072796,True,True,False
기장군,정관읍,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,14,False,"[5, 3, 1, 1, 4]","[8, 10, 7, 8, 9]",0.3333333333333333,False,True,False
기장군,정관읍,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,7,True,"[1, 1, 3, 1, 1]","[7, 7, 7, 3, 3]",0.25925925925925924,True,True,False
기장군,정관읍,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[1, 0, 0, 0, 0]","[3, 0, 0, 2, 1]",0.16666666666666666,True,False,False
기장군,정관읍,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,230,True,"[44, 52, 43, 47, 44]","[142, 141, 134, 139, 147]",0.32716927453769556,True,True,False
기장군,철마면,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,63,True,"[11, 10, 14, 12, 16]","[13, 18, 16, 14, 19]",0.7875,True,True,False
기장군,철마면,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,28,True,"[11, 3, 7, 4, 3]","[12, 4, 8, 4, 3]",0.9032258064516129,True,True,False
기장군,철마면,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,21,True,"[5, 10, 2, 2, 2]","[8, 18, 7, 5, 3]",0.5121951219512195,True,True,False
기장군,철마면,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",1.0,True,False,False
기장군,철마면,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,115,True,"[32, 29, 23, 18, 13]","[47, 44, 39, 27, 34]",0.6020942408376964,True,True,False
남구,감만동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,84,False,"[11, 21, 16, 18, 18]","[23, 37, 36, 31, 25]",0.5526315789473685,False,True,False
남구,감만동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,9,True,"[3, 1, 3, 1, 1]","[7, 1, 3, 1, 2]",0.6428571428571429,True,True,False
남구,감만동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
남구,감만동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[1, 3, 2, 0, 4]",0.0,True,False,False
남구,감만동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,96,True,"[28, 22, 13, 21, 12]","[47, 45, 22, 35, 27]",0.5454545454545454,True,True,False
남구,대연동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,256,True,"[35, 44, 56, 59, 62]","[68, 86, 107, 101, 111]",0.5412262156448203,True,True,False
남구,대연동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,48,True,"[8, 14, 6, 12, 8]","[21, 17, 15, 15, 12]",0.6,True,True,False
남구,대연동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,26,True,"[7, 5, 9, 2, 3]","[14, 11, 13, 7, 5]",0.52,True,True,False
남구,대연동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,4,False,"[0, 1, 1, 1, 1]","[1, 6, 6, 2, 4]",0.21052631578947367,True,False,False
남구,대연동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,736,True,"[189, 144, 156, 131, 116]","[346, 284, 306, 269, 245]",0.5075862068965518,True,True,True
남구,문현동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,174,True,"[29, 32, 37, 36, 40]","[52, 64, 69, 69, 82]",0.5178571428571429,True,True,False
남구,문현동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,31,True,"[7, 6, 6, 7, 5]","[11, 8, 8, 15, 8]",0.62,True,True,False
남구,문현동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[1, 0, 0, 0, 0]","[2, 1, 0, 0, 0]",0.3333333333333333,True,False,False
남구,문현동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 1, 0]","[0, 0, 0, 2, 0]",0.5,True,False,False
남구,문현동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,281,True,"[53, 57, 73, 58, 40]","[116, 102, 124, 124, 86]",0.5090579710144928,True,True,False
남구,용당동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,32,True,"[3, 7, 10, 6, 6]","[4, 11, 12, 11, 13]",0.6274509803921569,True,True,False
남구,용당동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,9,False,"[0, 1, 4, 2, 2]","[2, 2, 4, 2, 2]",0.75,True,False,False
남구,용당동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[1, 1, 0, 0, 0]","[2, 1, 0, 0, 0]",0.6666666666666666,True,False,False
남구,용당동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 1]",0.5,True,False,False
남구,용당동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,102,True,"[19, 26, 16, 19, 22]","[25, 38, 31, 28, 31]",0.6666666666666666,True,True,False
남구,용호동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,276,True,"[42, 63, 56, 54, 61]","[67, 96, 98, 101, 103]",0.5935483870967742,True,True,False
남구,용호동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,24,False,"[4, 5, 5, 4, 6]","[10, 9, 9, 8, 11]",0.5106382978723404,False,True,False
남구,용호동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,43,True,"[5, 10, 11, 8, 9]","[12, 14, 17, 14, 12]",0.6231884057971014,True,True,False
남구,용호동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,23,True,"[6, 5, 5, 5, 2]","[11, 6, 12, 10, 6]",0.5111111111111111,True,True,False
남구,용호동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,318,False,"[74, 63, 63, 52, 66]","[127, 108, 107, 92, 131]",0.5628318584070796,False,True,False
남구,우암동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,63,False,"[12, 13, 15, 13, 10]","[14, 21, 30, 19, 18]",0.6176470588235294,False,True,False
남구,우암동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,16,True,"[3, 2, 2, 6, 3]","[6, 3, 3, 6, 4]",0.7272727272727273,True,True,False
남구,우암동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 1, 0, 0, 0]","[0, 1, 0, 1, 0]",0.5,True,False,False
남구,우암동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 1, 0, 0, 1]","[0, 1, 0, 0, 1]",1.0,True,False,False
남구,우암동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,88,True,"[20, 24, 15, 9, 20]","[27, 33, 20, 15, 24]",0.7394957983193278,True,True,False
동구,범일동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,114,True,"[17, 17, 26, 23, 31]","[33, 38, 48, 42, 44]",0.5560975609756098,True,True,False
동구,범일동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,31,True,"[11, 4, 5, 5, 6]","[14, 7, 8, 8, 7]",0.7045454545454546,True,True,False
동구,범일동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[1, 1, 0, 0, 0]",0.0,True,False,False
동구,범일동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[1, 0, 0, 3, 0]",0.0,True,False,False
동구,범일동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,231,False,"[41, 40, 60, 48, 42]","[83, 80, 112, 90, 74]",0.5261958997722096,False,True,False
동구,수정동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,133,False,"[24, 32, 25, 27, 25]","[41, 59, 45, 44, 39]",0.5833333333333334,False,True,False
동구,수정동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,32,True,"[8, 6, 4, 2, 12]","[8, 6, 6, 5, 14]",0.8205128205128205,True,True,False
동구,수정동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,8,True,"[1, 3, 2, 1, 1]","[2, 3, 5, 3, 1]",0.5714285714285714,True,True,False
동구,수정동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동구,수정동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,118,True,"[28, 25, 17, 25, 23]","[55, 53, 50, 51, 42]",0.4701195219123506,True,True,False
동구,좌천동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,87,True,"[14, 17, 19, 18, 19]","[17, 24, 29, 29, 27]",0.6904761904761905,True,True,False
동구,좌천동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,13,True,"[1, 6, 2, 2, 2]","[2, 6, 2, 2, 3]",0.8666666666666667,True,True,False
동구,좌천동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동구,좌천동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[1, 0, 4, 0, 2]",0.0,True,False,False
동구,좌천동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,117,False,"[20, 27, 27, 17, 26]","[48, 43, 40, 30, 39]",0.585,False,True,False
동구,초량동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,142,True,"[28, 24, 34, 22, 34]","[47, 53, 61, 41, 62]",0.5378787878787878,True,True,False
동구,초량동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,31,True,"[10, 10, 6, 2, 3]","[15, 14, 9, 10, 6]",0.5740740740740741,True,True,False
동구,초량동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,8,False,"[1, 0, 3, 3, 1]","[1, 1, 3, 6, 2]",0.6153846153846154,True,False,False
동구,초량동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,6,True,"[1, 1, 1, 1, 2]","[2, 2, 1, 1, 3]",0.6666666666666666,True,True,False
동구,초량동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,356,False,"[74, 73, 75, 74, 60]","[132, 127, 134, 133, 143]",0.5321375186846039,False,True,False
동래구,낙민동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,48,True,"[5, 10, 15, 10, 8]","[10, 17, 25, 21, 18]",0.5274725274725275,True,True,False
