scope,district,rawDong,type,subtype,count,regionAllTypes,retention,repeatedBefore,repeatedAfter,directionReversal,geographyConfirmed,weekendRatio2020_2022,weekendRatio2023_2024,regionShare,count_2020,count_2021,count_2022,count_2023,count_2024,before_2020,before_2021,before_2022,before_2023,before_2024
A,사하구,구평동,구급,교통사고,119,2700,0.595,True,True,False,False,1.1023988736665402,1.0406698564593302,0.04407407407407407,27,20,38,20,14,42,39,67,31,21
A,사하구,다대동,구급,심정지,313,13393,0.5549645390070922,True,True,False,False,0.9592591702899421,0.9668158666460874,0.02337041738221459,62,64,58,58,71,103,110,110,103,138
A,사하구,다대동,화재,일반화재(주택),64,13393,0.6095238095238096,True,True,False,False,0.694888178913738,1.5893866898651587,0.004778615694765923,17,22,7,12,6,30,36,10,21,8
A,사하구,다대동,구조,산악사고,19,13393,0.3333333333333333,True,False,False,False,1.2507987220447283,0.3568010936431989,0.0014186515343836332,0,2,1,11,5,1,5,1,31,19
A,사하구,다대동,구조,수난사고,120,13393,0.31496062992125984,True,True,False,False,1.8889613353328552,1.3623314484558504,0.008959904427686105,36,32,18,15,19,112,103,53,56,57
A,사하구,다대동,구급,교통사고,389,13393,0.5159151193633952,True,True,False,False,1.147141369389088,0.6881163948833122,0.029045023519749122,87,95,82,59,66,152,175,169,134,124
A,사하구,당리동,구급,심정지,123,5189,0.6577540106951871,True,True,False,False,0.5511994368332701,1.0406698564593302,0.023703989207939872,15,27,30,24,27,23,40,49,39,36
A,사하구,당리동,화재,일반화재(주택),53,5189,0.7066666666666667,True,True,False,False,3.1599125609551035,0.0,0.010213914048949701,5,21,17,5,5,10,26,29,5,5
A,사하구,당리동,구조,산악사고,51,5189,0.5930232558139535,True,True,False,False,3.752396166134185,0.999043062200957,0.00982848333012141,7,9,14,8,13,10,21,26,10,19
A,사하구,당리동,구조,수난사고,1,5189,0.2,False,False,False,False,0.0,,0.0001927153594141453,0,1,0,0,0,0,5,0,0,0
A,사하구,당리동,구급,교통사고,302,5189,0.6666666666666666,True,True,False,False,0.5266520934925173,0.7410484252589516,0.05820003854307188,61,70,53,57,61,86,106,86,80,95
A,사하구,신평동,구급,심정지,120,6649,0.5333333333333333,True,True,False,False,1.1772223266303328,1.0146531100478469,0.018047826740863287,16,28,31,29,16,31,56,52,53,33
A,사하구,신평동,화재,일반화재(주택),61,6649,0.5169491525423728,True,True,False,False,1.0191693290734825,0.5258121380005036,0.009174311926605505,7,20,11,7,16,11,47,22,11,27
A,사하구,신평동,구조,산악사고,12,6649,0.6,False,False,False,False,1.6677316293929714,2.4976076555023923,0.0018047826740863289,0,6,4,1,1,0,8,8,2,2
A,사하구,신평동,구조,수난사고,5,6649,0.18518518518518517,True,False,False,False,1.2507987220447283,0.0,0.0007519927808693036,0,2,1,0,2,4,9,3,7,4
A,사하구,신평동,구급,교통사고,329,6649,0.4380825565912117,True,True,False,False,0.9252483697317169,0.7243062200956938,0.04948112498120018,60,62,78,64,65,131,150,151,171,148
A,사하구,장림동,구급,심정지,169,6839,0.5633333333333334,True,True,False,False,0.5131481936593758,1.325261204960453,0.024711215089925426,32,28,34,38,37,63,48,62,62,65
A,사하구,장림동,화재,일반화재(주택),59,6839,0.5412844036697247,True,True,True,False,0.43130990415335463,1.1753447790599494,0.008626992250328995,10,10,14,12,13,27,19,27,19,17
A,사하구,장림동,구조,산악사고,12,6839,0.7058823529411765,False,False,False,False,0.9380990415335462,0.0,0.001754642491592338,4,4,3,1,0,4,5,7,1,0
A,사하구,장림동,구조,수난사고,3,6839,0.25,False,False,False,False,0.0,0.0,0.0004386606228980845,0,0,2,1,0,0,1,5,6,0
A,사하구,장림동,구급,교통사고,388,6839,0.5300546448087432,True,True,False,False,0.7291088027999422,0.841031149301826,0.0567334405614856,97,87,73,61,70,177,163,133,119,140
A,사하구,하단동,구급,심정지,165,9880,0.5092592592592593,True,True,False,False,1.1645367412140575,0.9473684210526315,0.016700404858299597,20,25,40,41,39,39,60,72,70,83
A,사하구,하단동,화재,일반화재(주택),65,9880,0.48507462686567165,True,True,False,False,1.7511182108626195,0.7284688995215312,0.006578947368421052,12,8,14,15,16,22,22,30,26,34
A,사하구,하단동,구조,산악사고,28,9880,0.56,True,True,False,False,2.5015974440894566,0.8325358851674641,0.002834008097165992,4,10,6,4,4,9,15,10,7,9
A,사하구,하단동,구조,수난사고,51,9880,0.2802197802197802,True,True,False,False,1.2507987220447285,3.746411483253589,0.005161943319838057,16,16,4,8,7,50,56,21,34,21
A,사하구,하단동,구급,교통사고,658,9880,0.5038284839203675,True,True,False,False,0.8259991560672736,0.8184251074527614,0.0665991902834008,132,136,155,114,121,233,263,318,259,233
A,서구,남부민동,구급,심정지,110,3547,0.5288461538461539,True,True,False,False,1.2828704841484395,1.7483253588516745,0.031012122920778123,16,22,21,26,25,30,35,44,55,44
A,서구,남부민동,화재,일반화재(주택),51,3547,0.5543478260869565,True,True,False,False,0.761355743853313,6.244019138755981,0.014378347899633492,5,16,9,7,14,10,31,14,15,22
A,서구,남부민동,구조,산악사고,4,3547,0.8,False,False,False,False,1.2507987220447283,,0.001127713560755568,1,1,1,1,0,1,1,1,2,0
A,서구,남부민동,구조,수난사고,38,3547,0.2676056338028169,True,True,True,False,2.0012779552715654,1.4272043745727956,0.010713278827177897,6,10,11,6,5,28,33,27,18,36
A,서구,남부민동,구급,교통사고,116,3547,0.5446009389671361,True,True,False,False,1.0721131903240528,0.40283994443586973,0.03270369326191148,30,31,19,20,16,56,47,34,41,35
A,서구,동대신동1가,구급,심정지,15,904,0.40540540540540543,True,True,True,False,1.429484253765404,0.8325358851674641,0.016592920353982302,5,2,4,1,3,7,2,10,3,15
A,서구,동대신동1가,화재,일반화재(주택),9,904,0.5294117647058824,True,False,False,False,0.0,2.4976076555023923,0.00995575221238938,0,5,0,2,2,3,6,2,2,4
A,서구,동대신동1가,구조,산악사고,0,904,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,동대신동1가,구조,수난사고,0,904,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,동대신동1가,구급,교통사고,41,904,0.5061728395061729,True,True,False,False,1.1772223266303325,0.3568010936431989,0.04535398230088496,6,7,12,7,9,8,16,18,18,21
A,서구,동대신동2가,구급,심정지,49,1412,0.6447368421052632,True,True,False,False,1.7198482428115014,0.7345904869124684,0.034702549575070823,6,14,7,10,12,10,18,8,17,23
A,서구,동대신동2가,화재,일반화재(주택),43,1412,0.6417910447761194,True,True,False,False,0.2501597444089457,0.0,0.030453257790368272,6,2,3,29,3,15,4,3,42,3
A,서구,동대신동2가,구조,산악사고,0,1412,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,동대신동2가,구조,수난사고,0,1412,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,동대신동2가,구급,교통사고,78,1412,0.527027027027027,True,True,False,False,0.5472244408945687,0.6445439110973915,0.05524079320113314,15,15,9,18,21,27,30,18,32,41
A,서구,동대신동3가,구급,심정지,39,1457,0.52,True,True,False,False,1.1118210862619808,0.45411048281861677,0.026767330130404943,7,9,10,6,7,9,17,17,14,18
A,서구,동대신동3가,화재,일반화재(주택),18,1457,0.6206896551724138,True,False,False,False,2.501597444089457,0.8325358851674641,0.012354152367879203,1,0,13,3,1,4,3,17,4,1
A,서구,동대신동3가,구조,산악사고,20,1457,0.5555555555555556,True,True,False,False,11.257188498402554,0.31220095693779903,0.013726835964310227,6,1,4,3,6,11,4,6,8,7
A,서구,동대신동3가,구조,수난사고,0,1457,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,동대신동3가,구급,교통사고,77,1457,0.4967741935483871,True,True,True,False,1.0944488817891374,1.577436414001511,0.05284831846259437,18,9,19,19,12,28,17,45,34,31
A,서구,부민동1가,구급,심정지,5,346,0.5555555555555556,True,False,False,False,1.2507987220447283,0.0,0.014450867052023121,1,1,1,0,2,1,1,2,1,4
A,서구,부민동1가,화재,일반화재(주택),2,346,0.6666666666666666,False,False,False,False,,,0.005780346820809248,0,1,0,1,0,0,1,0,2,0
A,서구,부민동1가,구조,산악사고,0,346,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동1가,구조,수난사고,0,346,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동1가,구급,교통사고,26,346,0.5652173913043478,True,True,False,False,2.0012779552715654,0.3568010936431989,0.07514450867052024,10,3,5,7,1,16,9,7,10,4
A,서구,부민동2가,구급,심정지,2,148,1.0,False,False,False,False,0.0,,0.013513513513513514,0,2,0,0,0,0,2,0,0,0
A,서구,부민동2가,화재,일반화재(주택),6,148,0.6666666666666666,False,False,False,False,0.0,,0.04054054054054054,0,6,0,0,0,0,8,1,0,0
A,서구,부민동2가,구조,산악사고,0,148,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동2가,구조,수난사고,0,148,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동2가,구급,교통사고,17,148,0.6538461538461539,False,False,False,False,0.45483589892535575,0.0,0.11486486486486487,7,2,4,4,0,12,3,6,5,0
A,서구,부민동3가,구급,심정지,22,557,0.6666666666666666,True,True,False,False,1.2507987220447285,0.45411048281861677,0.03949730700179533,2,3,4,1,12,4,4,4,5,16
A,서구,부민동3가,화재,일반화재(주택),5,557,0.7142857142857143,False,False,False,False,10.006389776357826,,0.008976660682226212,0,1,4,0,0,1,1,4,1,0
A,서구,부민동3가,구조,산악사고,0,557,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동3가,구조,수난사고,0,557,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부민동3가,구급,교통사고,10,557,0.5882352941176471,True,False,False,False,0.0,0.0,0.017953321364452424,2,4,2,2,0,2,7,3,3,2
A,서구,부용동1가,구급,심정지,2,321,0.5,False,False,False,False,2.5015974440894566,,0.006230529595015576,0,1,1,0,0,0,1,2,1,0
A,서구,부용동1가,화재,일반화재(주택),0,321,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부용동1가,구조,산악사고,0,321,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부용동1가,구조,수난사고,0,321,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부용동1가,구급,교통사고,22,321,0.8148148148148148,False,False,False,False,0.1786855317206755,0.999043062200957,0.06853582554517133,6,1,8,7,0,8,1,9,9,0
A,서구,부용동2가,구급,심정지,7,357,0.6363636363636364,False,False,False,False,3.3354632587859427,,0.0196078431372549,1,0,6,0,0,2,0,9,0,0
A,서구,부용동2가,화재,일반화재(주택),2,357,0.6666666666666666,False,False,False,False,0.0,0.0,0.0056022408963585435,1,0,0,1,0,2,0,0,1,0
A,서구,부용동2가,구조,산악사고,0,357,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부용동2가,구조,수난사고,0,357,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,부용동2가,구급,교통사고,30,357,0.625,True,True,False,False,0.14715279082879157,0.4995215311004785,0.08403361344537816,9,6,3,11,1,14,8,6,16,4
A,서구,서대신동1가,구급,심정지,24,817,0.5853658536585366,True,False,False,False,1.6677316293929711,1.2488038277511961,0.02937576499388005,0,2,13,3,6,1,5,15,6,14
A,서구,서대신동1가,화재,일반화재(주택),5,817,0.5555555555555556,False,False,False,False,1.6677316293929714,,0.006119951040391677,0,3,2,0,0,0,3,6,0,0
A,서구,서대신동1가,구조,산악사고,0,817,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,서대신동1가,구조,수난사고,0,817,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,서대신동1가,구급,교통사고,42,817,0.525,True,True,False,False,0.4414583724863747,2.4976076555023923,0.051407588739290085,3,12,5,9,13,7,22,9,21,21
A,서구,서대신동2가,구급,심정지,34,1661,0.4533333333333333,True,True,False,False,1.2507987220447283,2.0813397129186604,0.020469596628537028,3,5,4,12,10,7,13,12,17,26
A,서구,서대신동2가,화재,일반화재(주택),15,1661,0.4411764705882353,True,True,False,False,0.0,2.4976076555023923,0.009030704394942806,6,1,6,1,1,13,2,11,1,7
A,서구,서대신동2가,구조,산악사고,0,1661,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,서대신동2가,구조,수난사고,0,1661,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,서대신동2가,구급,교통사고,77,1661,0.4967741935483871,True,True,False,False,0.5628594249201277,0.6811657242279252,0.046357615894039736,9,27,13,14,14,21,44,29,35,26
A,서구,서대신동3가,구급,심정지,53,2520,0.44537815126050423,True,True,False,False,1.3341853035143771,0.7601414603702934,0.021031746031746033,8,8,7,16,14,13,25,12,35,34
A,서구,서대신동3가,화재,일반화재(주택),34,2520,0.4,True,True,True,False,6.879392971246006,0.0,0.013492063492063493,11,1,3,6,13,42,2,3,11,27
A,서구,서대신동3가,구조,산악사고,50,2520,0.5102040816326531,True,True,False,False,2.2382713973431985,0.41626794258373206,0.01984126984126984,13,9,14,9,5,23,11,28,20,16
A,서구,서대신동3가,구조,수난사고,0,2520,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,서대신동3가,구급,교통사고,63,2520,0.4144736842105263,True,True,False,False,0.6253993610223643,0.542958185978781,0.025,7,14,14,9,19,16,36,34,22,44
A,서구,아미동1가,구급,심정지,3,641,0.6,False,False,False,False,0.0,0.0,0.0046801872074883,2,0,0,1,0,2,0,0,1,2
A,서구,아미동1가,화재,일반화재(주택),0,641,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,아미동1가,구조,산악사고,0,641,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,아미동1가,구조,수난사고,0,641,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,아미동1가,구급,교통사고,24,641,0.75,True,True,False,False,0.750479233226837,1.4272043745727956,0.0374414976599064,2,5,6,7,4,5,5,7,8,7
A,서구,아미동2가,구급,심정지,52,1733,0.5473684210526316,True,True,False,False,0.7959628231193726,0.69377990430622,0.030005770340450086,8,9,12,15,8,13,17,25,23,17
A,서구,아미동2가,화재,일반화재(주택),43,1733,0.6935483870967742,True,True,False,False,9.291647649475125,0.6244019138755981,0.024812463935372186,3,4,26,7,3,5,6,33,10,8
A,서구,아미동2가,구조,산악사고,0,1733,0.0,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,1
A,서구,아미동2가,구조,수난사고,0,1733,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,아미동2가,구급,교통사고,45,1733,0.5921052631578947,True,True,True,False,0.357371063441351,1.1100478468899522,0.025966532025389497,17,8,7,3,10,19,12,14,10,21
A,서구,암남동,구급,심정지,107,5394,0.656441717791411,True,True,False,False,0.6399435322089307,1.1794258373205742,0.019836855765665556,15,18,21,23,30,21,25,35,40,42
A,서구,암남동,화재,일반화재(주택),58,5394,0.7945205479452054,True,True,False,False,0.0,0.2378673957621326,0.010752688172043012,14,8,13,16,7,18,8,14,22,11
A,서구,암남동,구조,산악사고,10,5394,0.5263157894736842,False,False,False,False,5.003194888178914,0.0,0.0018539117538005192,3,4,2,1,0,5,6,5,3,0
A,서구,암남동,구조,수난사고,64,5394,0.22377622377622378,True,True,False,False,1.2507987220447283,1.4049043062200959,0.011865035224323322,11,17,11,18,7,51,140,29,41,25
A,서구,암남동,구급,교통사고,194,5394,0.671280276816609,True,True,False,False,0.6317165262852162,0.9304812834224598,0.03596588802373007,53,37,34,41,29,65,59,60,69,36
A,서구,초장동,구급,심정지,49,1169,0.7,True,True,False,False,1.2507987220447283,0.8325358851674641,0.041916167664670656,5,14,14,8,8,7,24,17,10,12
A,서구,초장동,화재,일반화재(주택),26,1169,0.6666666666666666,True,False,False,False,3.6134185303514377,0.8325358851674641,0.022241231822070145,8,4,10,0,4,13,5,13,3,5
A,서구,초장동,구조,산악사고,1,1169,0.5,False,False,False,False,,,0.000855431993156544,1,0,0,0,0,1,1,0,0,0
A,서구,초장동,구조,수난사고,0,1169,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,초장동,구급,교통사고,23,1169,0.6388888888888888,True,True,False,False,1.45926517571885,0.8325358851674641,0.019674935842600515,5,5,9,2,2,7,6,13,7,3
A,서구,충무동1가,구급,심정지,25,1360,0.5555555555555556,True,True,False,False,1.1118210862619808,0.8325358851674641,0.01838235294117647,3,4,6,11,1,3,9,8,22,3
A,서구,충무동1가,화재,일반화재(주택),28,1360,0.5714285714285714,False,False,False,False,7.504792332268369,0.3568010936431989,0.020588235294117647,0,0,4,0,24,0,2,5,0,42
A,서구,충무동1가,구조,산악사고,0,1360,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,충무동1가,구조,수난사고,15,1360,0.625,True,True,False,False,12.507987220447284,1.2488038277511961,0.011029411764705883,3,1,2,6,3,3,2,2,12,5
A,서구,충무동1가,구급,교통사고,85,1360,0.5743243243243243,True,True,False,False,1.8067092651757188,1.3320574162679426,0.0625,19,19,24,11,12,32,37,31,24,24
A,서구,충무동2가,구급,심정지,12,435,0.46153846153846156,True,True,False,False,0.8338658146964857,2.4976076555023923,0.027586206896551724,3,3,2,3,1,7,4,6,6,3
A,서구,충무동2가,화재,일반화재(주택),5,435,0.7142857142857143,False,False,False,False,0.0,0.0,0.011494252873563218,0,0,2,2,1,0,0,3,2,2
A,서구,충무동2가,구조,산악사고,0,435,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,충무동2가,구조,수난사고,0,435,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,충무동2가,구급,교통사고,5,435,0.625,False,False,False,False,0.0,0.0,0.011494252873563218,1,2,0,2,0,2,4,0,2,0
A,서구,충무동3가,구급,심정지,10,281,0.5263157894736842,True,True,False,False,1.500958466453674,2.4976076555023923,0.03558718861209965,2,3,3,1,1,5,5,5,3,1
A,서구,충무동3가,화재,일반화재(주택),6,281,0.6,False,False,False,False,0.0,0.0,0.021352313167259787,5,0,0,1,0,9,0,0,1,0
A,서구,충무동3가,구조,산악사고,0,281,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,충무동3가,구조,수난사고,0,281,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,충무동3가,구급,교통사고,11,281,0.55,True,False,False,False,1.500958466453674,1.2488038277511961,0.03914590747330961,0,5,3,2,1,1,9,4,5,1
A,서구,토성동1가,구급,심정지,9,566,0.5,True,False,False,False,0.5003194888178913,4.9952153110047846,0.015901060070671377,1,2,3,3,0,1,3,4,9,1
A,서구,토성동1가,화재,일반화재(주택),6,566,0.6,False,False,False,False,0.6253993610223642,0.0,0.01060070671378092,0,0,5,1,0,0,0,8,2,0
A,서구,토성동1가,구조,산악사고,0,566,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동1가,구조,수난사고,0,566,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동1가,구급,교통사고,23,566,0.6388888888888888,True,True,True,False,0.5772917178667977,3.3301435406698565,0.04063604240282685,2,7,7,6,1,3,7,11,10,5
A,서구,토성동2가,구급,심정지,7,220,0.7777777777777778,False,False,False,False,1.8761980830670923,,0.031818181818181815,3,2,2,0,0,4,2,2,0,1
A,서구,토성동2가,화재,일반화재(주택),0,220,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동2가,구조,산악사고,0,220,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동2가,구조,수난사고,0,220,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동2가,구급,교통사고,2,220,0.2222222222222222,False,False,False,False,0.0,,0.00909090909090909,0,2,0,0,0,0,4,1,1,3
A,서구,토성동3가,구급,심정지,3,237,1.0,False,False,False,False,1.2507987220447283,,0.012658227848101266,0,1,2,0,0,0,1,2,0,0
A,서구,토성동3가,화재,일반화재(주택),2,237,0.6666666666666666,False,False,False,False,2.5015974440894566,,0.008438818565400843,1,1,0,0,0,1,2,0,0,0
A,서구,토성동3가,구조,산악사고,0,237,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동3가,구조,수난사고,0,237,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동3가,구급,교통사고,15,237,0.6521739130434783,True,True,False,False,1.500958466453674,1.8732057416267944,0.06329113924050633,5,1,2,6,1,5,1,5,10,2
A,서구,토성동4가,구급,심정지,4,297,0.8,False,False,False,False,0.0,0.0,0.013468013468013467,0,0,2,2,0,0,0,2,3,0
A,서구,토성동4가,화재,일반화재(주택),4,297,0.8,False,False,False,False,5.003194888178913,0.0,0.013468013468013467,0,3,0,1,0,0,3,0,2,0
A,서구,토성동4가,구조,산악사고,0,297,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동4가,구조,수난사고,0,297,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동4가,구급,교통사고,21,297,0.5,True,True,False,False,3.752396166134185,0.4995215311004785,0.0707070707070707,4,6,5,2,4,5,12,7,3,15
A,서구,토성동5가,구급,심정지,16,495,0.8,True,True,False,False,4.002555910543131,4.9952153110047846,0.03232323232323232,7,2,4,2,1,7,2,6,3,2
A,서구,토성동5가,화재,일반화재(주택),3,495,0.6,False,False,False,False,0.0,,0.006060606060606061,0,0,3,0,0,0,0,5,0,0
A,서구,토성동5가,구조,산악사고,0,495,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동5가,구조,수난사고,0,495,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,서구,토성동5가,구급,교통사고,25,495,0.7352941176470589,True,True,True,False,0.6670926517571886,0.4995215311004785,0.050505050505050504,4,7,8,4,2,4,7,14,4,5
A,수영구,광안동,구급,심정지,264,14632,0.559322033898305,True,True,False,False,0.9962113715400494,1.1290555155010815,0.018042646254784037,45,59,54,48,58,75,100,97,90,110
A,수영구,광안동,화재,일반화재(주택),128,14632,0.6368159203980099,True,True,True,False,1.2763252265762535,1.3558441558441559,0.008747949699289229,20,35,19,21,33,48,52,27,27,47
A,수영구,광안동,구조,산악사고,8,14632,0.25,True,False,True,False,1.0006389776357827,0.0,0.0005467468562055768,1,2,4,1,0,1,8,18,2,3
A,수영구,광안동,구조,수난사고,90,14632,0.22556390977443608,True,True,False,False,3.5022364217252395,1.6650717703349283,0.0061509021323127395,10,35,15,21,9,47,200,37,73,42
A,수영구,광안동,구급,교통사고,867,14632,0.5257731958762887,True,True,True,False,1.1836202740576716,1.3479152426520846,0.05925369054127939,158,235,183,147,144,291,398,341,309,310
A,수영구,남천동,구급,심정지,111,5223,0.4889867841409692,True,True,False,False,0.652590637588554,0.8117224880382775,0.02125215393452039,8,18,32,23,30,26,42,64,41,54
A,수영구,남천동,화재,일반화재(주택),46,5223,0.6301369863013698,True,True,False,False,5.003194888178914,0.3405828621139626,0.008807198927819261,6,14,1,9,16,12,19,1,11,30
A,수영구,남천동,구조,산악사고,1,5223,0.5,False,False,False,False,0.0,,0.00019146084625694046,0,1,0,0,0,0,2,0,0,0
A,수영구,남천동,구조,수난사고,30,5223,0.25210084033613445,True,False,False,False,1.5634984025559104,1.748325358851675,0.005743825387708214,0,8,5,11,6,13,36,19,31,20
A,수영구,남천동,구급,교통사고,307,5223,0.49356913183279744,True,True,False,False,0.761355743853313,0.5523555391976446,0.05877847980088072,43,67,70,56,71,102,130,131,109,150
A,수영구,망미동,구급,심정지,172,6348,0.5341614906832298,True,True,True,False,0.844695240861375,0.9490909090909091,0.027095148078134845,37,36,30,34,35,64,66,59,54,79
A,수영구,망미동,화재,일반화재(주택),109,6348,0.5561224489795918,True,True,False,False,0.23452476038338654,4.347687400318979,0.017170762444864523,14,9,12,48,26,29,11,20,96,40
A,수영구,망미동,구조,산악사고,11,6348,0.5789473684210527,True,True,False,False,3.3354632587859427,7.492822966507178,0.0017328292375551355,2,1,4,3,1,3,3,9,3,1
A,수영구,망미동,구조,수난사고,8,6348,0.5,False,False,False,False,0.0,,0.001260239445494644,0,0,8,0,0,0,4,12,0,0
A,수영구,망미동,구급,교통사고,288,6348,0.5008695652173913,True,True,False,False,0.6347336798435935,0.7251118999845656,0.045368620037807186,60,51,57,64,56,113,114,108,130,110
A,수영구,민락동,구급,심정지,135,8454,0.6650246305418719,True,True,True,False,0.9216411636119051,1.0614832535885168,0.01596877217885025,19,21,38,31,26,42,27,52,47,35
A,수영구,민락동,화재,일반화재(주택),87,8454,0.7372881355932204,True,True,False,False,0.1786855317206755,0.31220095693779903,0.01029098651525905,12,7,41,20,7,16,11,52,27,12
A,수영구,민락동,구조,산악사고,8,8454,0.8,False,False,False,False,0.0,0.0,0.0009462976105985332,0,1,6,1,0,0,1,7,2,0
A,수영구,민락동,구조,수난사고,94,8454,0.2647887323943662,True,True,False,False,0.691931207939637,0.6475279106858055,0.011118996924532765,9,20,31,16,18,40,66,104,68,77
A,수영구,민락동,구급,교통사고,433,8454,0.6590563165905632,True,True,False,False,1.398742656910234,1.1100478468899522,0.05121835817364561,91,95,104,64,79,138,133,157,103,126
A,수영구,수영동,구급,심정지,93,4094,0.6838235294117647,True,True,False,False,1.1772223266303325,0.9668158666460873,0.022716170004885197,14,18,18,16,27,19,22,27,23,45
A,수영구,수영동,화재,일반화재(주택),24,4094,0.8,True,True,False,False,0.2501597444089457,1.1100478468899522,0.005862237420615535,1,9,1,6,7,4,9,1,8,8
A,수영구,수영동,구조,산악사고,0,4094,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,수영구,수영동,구조,수난사고,10,4094,0.47619047619047616,False,False,False,False,0.0,0.0,0.002442598925256473,1,0,4,5,0,1,0,11,9,0
A,수영구,수영동,구급,교통사고,184,4094,0.6690909090909091,True,True,False,False,0.9380990415335463,0.5876723895299747,0.0449438202247191,44,41,36,35,28,60,57,57,53,48
A,연제구,거제동,구급,심정지,245,9576,0.5737704918032787,True,True,False,False,0.9216411636119051,0.8038277511961723,0.025584795321637425,16,51,63,56,59,47,77,96,98,109
A,연제구,거제동,화재,일반화재(주택),28,9576,0.4666666666666667,True,True,True,False,1.45926517571885,0.31220095693779903,0.0029239766081871343,3,7,9,2,7,15,9,16,6,14
A,연제구,거제동,구조,산악사고,2,9576,0.4,False,False,False,False,,,0.00020885547201336674,0,0,1,0,1,1,0,2,1,1
A,연제구,거제동,구조,수난사고,0,9576,,False,False,False,False,,,0.0,0,0,0,0,0,0,0,0,0,0
A,연제구,거제동,구급,교통사고,575,9576,0.5161579892280072,True,True,True,False,0.799382641908285,0.9558745348219032,0.06004594820384294,118,120,113,110,114,216,230,225,222,221
A,연제구,연산동,구급,심정지,605,27038,0.534452296819788,True,True,False,False,1.2399222114182527,1.1853053280350336,0.022375915378356388,85,113,146,146,115,178,203,273,258,220
A,연제구,연산동,화재,일반화재(주택),202,27038,0.520618556701031,True,True,True,False,1.9595846645367414,0.4683014354066986,0.007470966787484282,40,30,37,52,43,103,61,74,81,69
A,연제구,연산동,구조,산악사고,38,27038,0.5135135135135135,True,True,False,False,2.729015393552135,0.9082209656372335,0.0014054293956653598,6,12,5,11,4,21,14,16,18,5
